Step,E_pot,E_kin,Temp,AddedToTrainingSet
384,-125.5237,2.6749,517.4,False
385,-125.5231,2.6967,521.6,False
386,-125.5979,2.7570,533.2,True
387,-125.5241,2.7262,527.3,False
388,-125.5249,2.6905,520.4,False
389,-125.5254,2.6696,516.3,False
390,-125.5255,2.6437,511.3,False
391,-125.5257,2.6907,520.4,False
392,-125.5259,2.6070,504.2,False
393,-125.5255,2.6286,508.4,False
394,-125.5252,2.6381,510.2,False
395,-125.5247,2.6000,502.9,False
396,-125.5926,2.6130,505.4,True
397,-125.5240,2.6238,507.5,False
398,-125.5232,2.6401,510.6,False
399,-125.5213,2.6889,520.1,False
400,-125.5189,2.6520,512.9,False
401,-125.5161,2.6869,519.7,False
402,-125.5132,2.6099,504.8,False
403,-125.5099,2.6313,508.9,False
404,-125.5061,2.7194,526.0,False
405,-125.5021,2.7197,526.0,False
406,-125.5520,2.7299,528.0,True
407,-125.4934,2.7347,528.9,False
408,-125.4889,2.7617,534.1,False
409,-125.4844,2.7244,526.9,False
410,-125.4794,2.7576,533.3,False
411,-125.4736,2.7809,537.8,False
412,-125.4681,2.8395,549.2,False
413,-125.4635,2.9208,564.9,False
414,-125.4587,2.8063,542.8,False
415,-125.4541,2.8454,550.3,False
416,-125.4902,2.8529,551.8,True
417,-125.4459,2.8232,546.0,False
418,-125.4421,2.8051,542.5,False
419,-125.4390,2.8821,557.4,False
420,-125.4363,2.9395,568.5,False
421,-125.4342,2.9201,564.8,False
422,-125.4323,2.8301,547.4,False
423,-125.4300,2.8044,542.4,False
424,-125.4273,2.9303,566.7,False
425,-125.4248,3.0103,582.2,False
426,-125.4457,3.0488,589.7,True
427,-125.4222,2.9786,576.1,False
428,-125.4218,3.0137,582.9,False
429,-125.4216,2.9770,575.8,False
430,-125.4214,2.8143,544.3,False
431,-125.4208,2.7560,533.0,False
432,-125.4202,2.7341,528.8,False
433,-125.4195,2.7760,536.9,False
434,-125.4194,2.7617,534.1,False
435,-125.4188,2.8419,549.7,False
436,-125.4209,2.8969,560.3,True
437,-125.4192,2.9717,574.7,False
438,-125.4198,3.0157,583.3,False
439,-125.4206,3.0312,586.3,False
440,-125.4213,3.0677,593.3,False
441,-125.4222,3.0593,591.7,False
442,-125.4238,3.0555,591.0,False
443,-125.4257,3.0745,594.6,False
444,-125.4279,3.0555,591.0,False
445,-125.4302,3.1083,601.2,False
446,-125.4202,3.0920,598.0,True
447,-125.4357,3.0452,589.0,False
448,-125.4386,3.0905,597.7,False
449,-125.4407,3.1617,611.5,False
450,-125.4417,3.1379,606.9,False
451,-125.4425,3.1321,605.8,False
452,-125.4433,3.1297,605.3,False
453,-125.4448,3.0995,599.5,False
454,-125.4466,3.1770,614.5,False
455,-125.4482,3.1760,614.3,False
456,-125.4375,3.1355,606.4,True
457,-125.4510,3.1870,616.4,False
458,-125.4528,3.2094,620.7,False
459,-125.4542,3.2264,624.0,False
460,-125.4555,3.1878,616.5,False
461,-125.4560,3.1370,606.7,False
462,-125.4563,3.1013,599.8,False
463,-125.4564,3.0924,598.1,False
464,-125.4554,3.0977,599.1,False
465,-125.4536,3.1534,609.9,False
466,-125.4511,3.2476,628.1,True
467,-125.4486,3.2306,624.8,False
468,-125.4458,3.2074,620.3,False
469,-125.4430,3.2876,635.9,False
470,-125.4403,3.2646,631.4,False
471,-125.4383,3.2538,629.3,False
472,-125.4361,3.1573,610.7,False
473,-125.4341,3.1050,600.5,False
474,-125.4321,3.1502,609.3,False
475,-125.4307,3.2667,631.8,False
476,-125.4483,3.2136,621.5,True
477,-125.4299,3.2966,637.6,False
478,-125.4297,3.3056,639.3,False
479,-125.4299,3.4005,657.7,False
480,-125.4304,3.2749,633.4,False
481,-125.4302,3.1703,613.2,False
482,-125.4296,3.0922,598.0,False
483,-125.4288,3.0531,590.5,False
484,-125.4288,3.0437,588.7,False
485,-125.4290,3.0673,593.2,False
486,-125.4606,2.9756,575.5,True
487,-125.4275,2.9757,575.5,False
488,-125.4251,2.9035,561.6,False
489,-125.4225,2.9203,564.8,False
490,-125.4205,2.8910,559.2,False
491,-125.4180,2.8744,555.9,False
492,-125.4159,2.9229,565.3,False
493,-125.4145,2.8598,553.1,False
494,-125.4129,2.8215,545.7,False
495,-125.4112,2.6951,521.3,False
496,-125.4446,2.7207,526.2,True
497,-125.4035,2.7559,533.0,False
498,-125.4013,2.7692,535.6,False
499,-125.3989,2.7309,528.2,False
500,-125.3968,2.7317,528.3,False
501,-125.3947,2.7960,540.8,False
502,-125.3932,2.7546,532.8,False
