Step,E_pot,E_kin,Temp,AddedToTrainingSet
428,-337.6236,7.8506,949.0,False
429,-337.6218,7.8303,946.5,False
430,-337.6414,7.8930,954.1,False
431,-337.6847,8.1344,983.3,False
432,-337.7480,8.1144,980.9,False
433,-337.8396,8.1410,984.1,False
434,-337.9587,8.1993,991.1,False
435,-338.1017,8.3395,1008.1,False
436,-338.2602,8.4163,1017.4,False
437,-338.4226,8.6077,1040.5,False
438,-338.5763,8.7060,1052.4,False
439,-338.7221,8.7193,1054.0,False
440,-338.8510,8.7930,1062.9,False
441,-338.9733,8.9658,1083.8,False
442,-339.0759,9.1240,1102.9,False
443,-339.1509,9.0838,1098.1,False
444,-339.1798,9.0721,1096.6,False
445,-339.1740,9.1250,1103.0,False
446,-339.1479,9.1735,1108.9,False
447,-339.0885,8.8306,1067.4,False
448,-339.0081,8.8554,1070.4,False
449,-338.9051,8.9303,1079.5,False
450,-338.7886,8.9935,1087.1,False
451,-338.6552,8.8665,1071.8,False
452,-338.5108,8.6139,1041.3,False
453,-338.3674,8.4731,1024.2,False
454,-338.2288,8.4159,1017.3,False
455,-338.0927,8.3038,1003.8,False
456,-337.9772,8.0954,978.6,False
457,-337.8773,7.9339,959.0,False
458,-337.8004,7.6475,924.4,False
459,-337.7416,7.4345,898.7,False
460,-337.7017,7.4164,896.5,False
461,-337.6718,7.4131,896.1,False
462,-337.6472,7.2749,879.4,False
463,-337.6310,7.3549,889.1,False
464,-337.6240,7.3972,894.2,False
465,-337.6234,7.3581,889.5,False
466,-337.6198,7.2385,875.0,False
467,-337.6162,7.2781,879.8,False
468,-337.5948,7.3294,886.0,False
469,-337.5692,7.3181,884.6,False
470,-337.5307,7.1672,866.4,False
471,-337.4355,7.1448,863.7,True
472,-337.4565,7.1083,859.3,False
473,-337.4208,7.0363,850.6,False
474,-337.3843,6.9965,845.7,False
475,-337.3521,6.9530,840.5,False
476,-337.3227,6.9909,845.1,False
477,-337.3001,7.0435,851.4,False
478,-337.2936,7.2497,876.3,False
479,-337.3105,7.2412,875.3,False
480,-337.3304,7.3541,889.0,False
481,-337.3584,7.4426,899.7,False
482,-337.3990,7.5977,918.4,False
483,-337.4488,7.5993,918.6,False
484,-337.5186,7.6287,922.2,False
485,-337.6024,7.6453,924.2,False
486,-337.6942,7.7364,935.2,False
487,-337.7980,7.7517,937.0,False
488,-337.9008,7.6354,923.0,False
489,-338.0058,7.6634,926.4,False
490,-338.1112,7.6141,920.4,False
491,-338.2119,7.6869,929.2,False
492,-338.3138,7.9032,955.3,False
493,-338.4155,8.0893,977.8,False
494,-338.5132,8.1587,986.2,False
495,-338.6024,8.1223,981.8,False
496,-338.6812,8.1481,984.9,False
497,-338.7474,8.5400,1032.3,False
498,-338.7996,8.5376,1032.0,False
499,-338.8273,8.7213,1054.2,False
500,-338.8327,8.8080,1064.7,False
501,-338.8141,8.6089,1040.6,False
502,-338.7785,8.5275,1030.8,False
503,-338.7235,8.7227,1054.4,False
504,-338.6490,8.9011,1076.0,False
505,-338.5628,8.9709,1084.4,False
506,-338.4600,8.9571,1082.7,False
507,-338.3406,8.8451,1069.2,False
508,-338.2178,8.7139,1053.3,False
509,-338.0892,8.5695,1035.9,False
510,-337.9500,8.2413,996.2,False
511,-337.8219,8.2228,994.0,False
512,-337.7045,8.1968,990.8,False
513,-337.6014,8.1429,984.3,False
514,-337.5095,7.8643,950.6,False
515,-337.4347,7.7027,931.1,False
